cópia dos documentos de identidade com CPF e assinatura do responsável pela empresa.,CÓPIA DOCUMENTO&IDENTIDADE IDENTIDADE&DOCUMENTO CPF ASSINATURA RESPONSÁVEL EMPRESA [PONTO],True,Copy of Identity Documents with CPF and signature of the company responsible.
"Tem o objetivo de manter disponível a relação de todos os agentes de registro que atuam no âmbito da ICP-Brasil, possibilitando apoio no controle desses atores nas atividades de auditoria e fiscalização do ITI, sem implicação em qualquer responsabilização pelos vínculos estabelecidos.",TER OBJETIVO MANTER DISPONÍVEL RELAÇÃO&VÍNCULO TODO AGENTE&PROFISSÃO REGISTRAR ATUAR&FUNÇÃO ÂMBITO ICP BRASIL&PAÍS POSSIBILITAR APOIAR&AJUDAR CONTROLAR AUDITORIA FISCALIZAR ITI NÃO_TER IMPLICAÇÃO QUALQUER RESPONSABILIZAR VÍNCULO ESTABELECER [PONTO],True,"It aims to maintain available the list of all registration agents that operate in the scope of ICP-Brazil, enabling support in the control of these actors in the Audit and Inspection activities of ITI, without implication in any liability for the established bonds."
"O ano de 2013 ainda não acabou e esse é o momento ideal para programar muito bem o seu futuro, pois nesse momento você pode se inscrever no Programa de Trainee Citibank 2014 e começar a sua carreira profissional da melhor forma possível.",ANO&DATA 2 2013 AINDA_NÃO MOMENTO IDEAL PROGRAMAÇÃO BEM&MUITO SEU MOMENTO VOCÊ PODER&POSSIBILIDADE INSCREVER PROGRAMA&PROJETO TRAINEE CITIBANK ANO&DATA 2014 COMEÇAR CARREIRA&PROFISSÃO PROFISSIONAL MELHOR FORMA POSSÍVEL [PONTO],True,"The year 2013 is not over yet and this is the ideal time to program your future very well, because right now you can sign up for the Citibank 2014 trainee program and start your professional career in the best way possible."
Você se lembra do que o Tom disse?,VOCÊ LEMBRAR QUE TOM DIZER [INTERROGAÇÃO],False,Do you remember what tone said?
Para retirar o diploma/certificado físico no campus é necessário apresentar documento de identificação ou procuração em quando a retirada não pode ser efetuada pelo próprio estudante.,RETIRAR DIPLOMA CERTIFICADO FÍSICO CAMPUS NECESSÁRIO APRESENTAR&MOSTRAR DOCUMENTO&PAPEL IDENTIFICAÇÃO PROCURAR RETIRAR NÃO_PODER EFETUAR AUSÊNCIA ESTUDANTE [PONTO],True,"To remove the diploma/physical certificate on the campus, it is necessary to present identification or power of attorney when the withdrawal cannot be made by the student himself."
"Este serviço deverá ser acessado pelos servidores efetivos do IFCE, pelos estudantes e pela comunidade externa, via contato direto com a coordenação geral ou chamada aberta para participação do referido núcleo.",SERVIÇO DEVER&OBRIGAÇÃO ACESSAR SERVIDOR&TRABALHAR EFETIVO IFCE ESTUDANTE COMUNIDADE EXTERNO VIA&MÉTODO CONTATO&COMUNICAR DIRETO COORDENAÇÃO GERAL OU CHAMAR&CONVOCAR ABRIR&AFASTAR PARTICIPAÇÃO REFERIR NÚCLEO [PONTO],True,"This service must be accessed by the IFCE effective servers, the students and the external community, via direct contact with the general coordination or open call for the participation of the nucleus."
"A equivalência ricardiana, uma outra teoria, é um argumento que sugere que em certas circunstâncias, a escolha entre financiar as despesas através de impostos ou através do déficit não terá efeito na economia.",EQUIVALER RICARDIANA TEORIA ARGUMENTAR SUGERIR ESCOLHER FINANCIAR DESPESA IMPOSTO DÉFICIT NÃO_TER FUTURO ECONOMIA [PONTO],False,"Ricardian equivalence, another theory, is an argument that suggests that in certain circumstances, the choice between financing expenses through taxes or through the deficit will have no effect on the economy."
Tom não é cidadão japonês.,TOM CIDADÃO NASCER JAPÃO&PAÍS NÃO [PONTO],False,Tom is not a Japanese citizen.
"O solicitante deverá elaborar o projeto industrial simplificado baseando-se no roteiro estabelecido pela SUFRAMA, disponível no endereço:",SOLICITANTE DEVER&OBRIGAÇÃO ELABORAR PROJETO&DOCUMENTO INDUSTRIAL SIMPLIFICAÇÃO BASEAR ROTEIRO ESTABELECER SUFRAMA DISPONÍVEL ENDEREÇO DISPONÍVEL ENDEREÇO,True,"The applicant must prepare the simplified industrial project based on the script established by Suframa, available at the address:"
"Em 30 de junho de 1989 oficiais militares sob o então Coronel Omar Hassan alBashir com a instigação e apoio da Frente Nacional Islâmica NIF substituiu o governo de Sadiq alMahdi pelo Conselho de Comando Revolucionário para a Salvação Nacional RCC alegando ser a salvação do país dos ""partidos políticos podres"".",30 JUNHO ANO&DATA 1989 OFICIAL&PROFISSÃO MILITAR CORONEL OMAR HASSAN ALBASHIR INSTIGAÇÃO APOIAR&APROVAR NACIONAL ISLÂMICA NIF SUBSTITUIR GOVERNO SADIQ ALMAHDI CONSELHO&GRUPO COMANDAR REVOLUCIONÁRIO SALVAÇÃO NACIONAL RCC ALEGAR SALVAÇÃO PAÍS PARTIDO_POLÍTICO PODRE [PONTO],False,"On June 30, 1989 Military Officers under the then Colonel Omar Hassan Albashir with the instigation and support of the NIF National Front replaced the Sadiqdi government with the Revolutionary Command Council for RCC national salvation claiming that the salvation of the country from ""rotten political parties""."
Vocês não ficaram com fome?,VOCÊS NÃO_FOME [INTERROGAÇÃO],False,Didn't you get hungry?
Solicitação de pessoa interessada em ser carregador autônomo.,SOLICITAR PESSOA INTERESSAR CARREGAR&TRANSPORTAR AUTÔNOMO [PONTO],True,Request of a person interested in being an autonomous charger.
Eu gostei muito daquele filme.,EU GOSTAR(+) FILME&CINEMA [PONTO],False,I really liked that movie.
Eu nunca vou te magoar.,NUNCA MAGOAR VOCÊ [PONTO],False,I will never hurt you.
A hora é agora.,HORA AGORA [PONTO],False,The time is now.
Tom não foi para casa.,TOM NÃO_IR CASA [PONTO],False,Tom didn't go home.
Ele ganhou o título ao derrotar Finn Bálor em um show da casa.,ELE GANHAR TÍTULO&CERTIFICADO DERROTAR FINN BÁLOR SHOW CASA [PONTO],False,He won the title by defeating Finn Balor at a house show.
Todos nós sabemos falar francês.,NÓS SABER FRANCÊS [PONTO],False,We all know how to speak French.
"Se aprovada a proposta de projeto, escolher uma fundação (Ex: FACC, COPPETEC) para intermediação institucional do trabalho a ser realizado e encaminhar às instituições envolvidas os termos de acordo.",APROVAR PROPOSTA PROJETO&DOCUMENTO 1S_ESCOLHER_2S FUNDAÇÃO EXEMPLO FACC COPPETEC INTERMEDIAR INSTITUCIONAL TRABALHO REALIZAR ENCAMINHAR INSTITUIÇÃO ENVOLVER&PARTICIPAR TERMO ACORDO [PONTO],True,"If the project proposal is approved, choose a foundation (eg FACC, Coppetec) for institutional intermediation of the work to be done and forward to the institutions involved the terms of agreement."
Tom viu isto?,TOM VER ISSO [INTERROGAÇÃO],False,Tom saw this?
Este aqui é mais bonito.,ESTE MAIS&QUANTIDADE BONITO [PONTO],False,This one is more beautiful.
"Somente empresas que mantenham registro especial na Receita Federal, podem importar ou produzir cigarros.",SOMENTE EMPRESA MANTER REGISTRO ESPECIAL RECEITA_FEDERAL PODER&POSSIBILIDADE IMPORTAR&IMPORTÂNCIA PRODUZIR CIGARRO [PONTO],True,Only companies that maintain special registration in the IRS can import or produce cigarettes.
Vamos nos encontrar as cinco.,VAMOS ENCONTRAR 5 HORA [PONTO],False,Let's meet the five.
Pela mesma razão foram desconsiderados da lista 2 títulos do Botafogo no Torneio RioSão Paulo em 1964 e 1966 e 1 do Vasco da Gama 1966.,IGUAL RAZÃO DESCONSIDERADO LISTA 2 TÍTULO&CERTIFICADO BOTAFOGO TORNEIO RIO SÃO_PAULO_FUTEBOL ANO&DATA 1964 ANO&DATA 1966 1 VASCO_FUTEBOL 1966 [PONTO],False,For the same reason were disregarded from the list 2 Botafogo titles in the Riosão Paulo Tournament in 1964 and 1966 and 1 of Vasco da Gama 1966.
Aguardar auditoria.,AGUARDAR AUDITORIA [PONTO],True,Wait for audit.
Eu estou ficando sem dinheiro.,EU NÃO_TER DINHEIRO [PONTO],False,I'm running out of money.
Quem te deu seu apelido?,QUEM COLOCAR SEU APELIDO [INTERROGAÇÃO],False,Who gave you your nickname?
Vejo uma flor em cima da escrivaninha.,VER FLOR CIMA ESCRIVANINHA [PONTO],False,I see a flower on the desk.
A autoavaliação deverá ser encaminhada à ANAC junto à solicitação de autorização de execução de manutenção em outra localidade.,AUTOAVALIAÇÃO DEVER&POSSIBILIDADE ENCAMINHAR ANAC JUNTO SOLICITAR AUTORIZAR&PERMITIR EXECUÇÃO MANUTENÇÃO OUTRO LOCAL [PONTO],True,The self -assessment shall be sent to ANAC with the request for maintenance execution authorization in another location.
Tem alguma coisa que a gente possa fazer?,TER NÓS PODER&POSSIBILIDADE FAZER [INTERROGAÇÃO],False,Is there anything we can do?
Você está conosco?,VOCÊ NÓS [INTERROGAÇÃO],False,Are you with us?
Por que você não vem mais cedo?,POR_QUE VOCÊ NÃO_VIR MAIS&QUANTIDADE CEDO&TEMPO [INTERROGAÇÃO],False,Why don't you come earlier?
"Por fim, ele acertou o alvo.",ENFIM ELE ACERTAR&ATINGIR ALVO&MIRA [PONTO],False,"Finally, he hit the target."
Auxiliar de Enfermagem do Trabalho,AUXILIAR_DE_ENFERMAGEM TRABALHO,True,Nursing Assistant at Work
Deve estar regular com o Serviço Militar todo brasileiro do sexo masculino que complete entre 19 a 45 anos no ano corrente.,DEVER&POSSIBILIDADE REGULAR SERVIÇO MILITARTODO BRASIL&PAÍS SEXO MASCULINO COMPLETAR ENTRE 19 ATÉ 45 ANO&IDADE CORRENTE&VIGENTE [PONTO],True,It must be regular with the whole Brazilian male military service that is between 19 and 45 years in the current year.
"O Rangers Football Club é um clube de futebol em Glasgow, Escócia, que joga no Scottish Championship, o segundo nível da Scottish Professional Football League.",RANGERS FOOTBALL CLUBE FUTEBOL GLASGOW ESCÓCIA&PAÍS JOGAR&JOGO SCOTTISH CHAMPIONSHIP SEGUNDO&OPINIÃO NÍVEL SCOTTISH PROFESSIONAL FOOTBALL LEAGUE [PONTO],False,"The Rangers Football Club is a Football Club in Glasgow, Scotland, which plays at Scottish Championship, the second level of Scottish Professional Football League."
"Os valores dependerão do tipo de análise, do(s) radionuclídeo(s) de interesse, do(s) método(s) utilizado(s), do tipo de material e do número de análises realizadas; O pagamento deverá ser realizado após a emissão do certificado de análise;",VALOR DEPENDER TIPO&EXEMPLO ANÁLISE RADIONUCLÍDEOS INTERESSAR MÉTODO UTILIZAR TIPO&CARACTERÍSTICA MATERIAL NÚMERO ANÁLISE REALIZAR PAGAMENTO DEVER&OBRIGAÇÃO REALIZAR APÓS EMISSÃO CERTIFICADO ANÁLISE,True,"The values ​​will depend on the type of analysis, the radionuclide (s) of interest, the method (s), the material type and the number of analyzes performed; Payment must be made after the issuance of the Certificate of Analysis;"
Hobbieda pessoa que está aniversariando Relacionado à profissão que...,HOBBIEDA PESSOA ANIVERSÁRIO RELACIONAR&COMPARAR PROFISSÃO [PONTO],True,Hobbieda Pessoa who was birthday related to the profession that ...
Vocês são disléxicos?,VOCÊS DISLÉXICO [INTERROGAÇÃO],False,Are you dyslexics?
"QC- possuir até 32 (trinta e dois) anos, completados até 31 DEZ do ano da matrícula e formação superior nas áreas de interesse do Exército.",QC TER ATÉ 32 ANO&IDADE COMPLETAR ATÉ 31 DEZEMBRO ANO&DATA MATRÍCULA FORMAÇÃO SUPERIOR ÁREA&SETOR INTERESSE EXÉRCITO [PONTO],True,"QC- Be up to 32 (thirty-two) years, completed up to 31 ten of the year of enrollment and higher education in the areas of interest to the Army."
Ela comprou um brinquedo para a criança.,ELA COMPRAR&DINHEIRO BRINQUEDO CRIANÇA [PONTO],False,She bought a toy for the child.
Renan disse que a Mesa Diretora responderá à questão de ordem na sessão de amanhã (2).,RENAN DIZER MESA_DIRETORA 1S_RESPONDER_2S QUESTÃO ORDEM&ORGANIZAR SESSÃO AMANHÃ 2 [PONTO],True,Renan said the board of directors will answer the order of order at tomorrow's session (2).
Eu andei até a escola.,EU ANDAR&CAMINHAR ESCOLA [PONTO],False,I walked to school.
"A Lei Estadual n° 4.993, de 20 de dezembro de 1963, elevou o distrito à categoria de município, o qual foi extinto em 27 de agosto de 1964 pelo Acórdão do Tribunal de Justiça, mandado de segurança n° 56.889.",LEI ESTADUAL NÚMERO 4993 20 DEZEMBRO ANO&DATA 1963 ELEVAR DISTRITO CATEGORIA MUNICÍPIO QUAL EXTINTO 27 AGOSTO ANO&DATA 1964 ACÓRDÃO TRIBUNAL JUSTIÇA MANDADO SEGURANÇA&SEGURO NÚMERO 56889 [PONTO],False,"State Law No. 4,993, of December 20, 1963, raised the district to the category of municipality, which was extinguished on August 27, 1964 by the Court of Justice, writ of mandamus No. 56,889."
É difícil falar francês?,DIFÍCIL FALAR FRANCÊS [INTERROGAÇÃO],False,Is it hard to speak French?
Pratiquemos!,PRATICAR [EXCLAMAÇÃO],False,Let's practice!
Do Instituto Nacional de Educação de Surdos,INSTITUTO NACIONAL EDUCAÇÃO&ENSINO SURDO,True,Of the National Institute of Deaf Education
Ele muitas vezes chega atrasado.,ELE FREQUENTEMENTE CHEGAR ATRASAR [PONTO],False,He often arrives late.
Ela nunca viajou para fora.,ELA NUNCA VIAJAR FORA&EXTERNO PAÍS [PONTO],False,She never traveled out.
"Em média, os automóveis de hoje são cerca de 75 por cento recicláveis, e o uso de aço reciclado ajuda a reduzir o consumo energético e a poluição.",MÉDIA&NÍVEL AUTOMÓVEL HOJE TER 75 PORCENTAGEM RECICLÁVEL USAR AÇO RECICLAR 1S_AJUDAR_2S REDUZIR CONSUMO ENERGIA POLUIÇÃO [PONTO],False,"On average, today's cars are about 75 percent recyclables, and the use of recycled steel helps reduce energy consumption and pollution."
Meu pescoço ainda dói.,MEU PESCOÇO DOER [PONTO],False,My neck still hurts.
Ele fez uma pergunta inconveniente.,ELE FAZER PERGUNTA INCONVENIENTE [PONTO],False,He asked an inconvenient question.
Consultar cadastro nacional de imóvel rural Português (Brasil).,CONSULTAR&PESQUISAR CADASTRO NACIONAL IMÓVEL RURAL PORTUGUÊS BRASIL&PAÍS [PONTO],True,Consult National Register of Portuguese Rural Property (Brazil).
Eu não quero ir embora.,NÃO_QUERER EMBORA&SAIR [PONTO],False,I don't want to leave.
"O rei Davi, da tribo de Judá, desejava construir uma casa para Jeová (YHWH), onde a Arca da Aliança ficasse definitivamente guardada, ao invés de permanecer na tenda provisória ou tabernáculo, existente desde os dias de Moisés.",REI DAVI TRIBO JUDÁ DESEJAR CONSTRUIR CASA JEOVÁ YHWH ARCA ALIANÇA&PACTO DEFINITIVO PERMANECER TENDA PROVISÓRIO TABERNÁCULO EXISTIR ANTIGO DIA MOISÉS [PONTO],False,"King David from the tribe of Judah wished to build a house for Jehovah (YHWH), where the covenant ark was definitely kept, rather than remaining in the provisional or tabernacle tent, existing since the days of Moses."
Andei muito de bicicleta hoje.,BICICLETA MUITO HOJE [PONTO],False,I walked a lot on a bicycle today.
Não há necessidade de explicar.,NÃO_TER NECESSIDADE EXPLICAR [PONTO],False,There is no need to explain.
Ele mora em Tóquio.,ELE MORAR TÓQUIO [PONTO],False,He lives in Tokyo.
Para pagamento da taxa:,1S_PAGAR_2S TAXA&PREÇO,True,For fee payment:
O cidadão ou empresa solicitará consulta sobre dados de débito do lote relacionado.,CIDADÃO EMPRESA 1S_PEDIR_2S CONSULTA SOBRE&ASSUNTO DADO&INFORMAÇÃO DÉBITO LOTE RELACIONAR&COMPARAR [PONTO],True,The citizen or company will request consultation on related lot data.
Respeito; Acessibilidade; Cortesia; Presunção da boa-fé do usuário; Igualdade; Eficiência; Segurança e Ética.,RESPEITO&RESPEITAR ACESSIBILIDADE CORTESIA PRESUNÇÃO BOA_FÉ USUÁRIO IGUAL CIÊNCIA SEGURANÇA&SEGURO ÉTICA [PONTO],True,Respect; Accessibility; Courtesy; Presumption of user good faith; Equality; Efficiency; Security and ethics.
Acesse o Link http.//www.pf.gov.br/institucional/ouvidoria/ouvidoria-antecedentes-criminais.,ACESSAR LINK HTTP PONTO BARRA&CARACTERE BARRA&CARACTERE WWW PONTO PF PONTO GOV PONTO BR BARRA&CARACTERE INSTITUCIONAL BARRA&CARACTERE OUVIDORIA BARRA&CARACTERE OUVIDORIA ANTECEDENTES_CRIMINAIS [PONTO],True,Visit the link http.//www.pf.gov.br/institutio/ouvidoria/ouvidoria-antecedentes-criminal.
Você é muito inteligente.,VOCÊ INTELIGENTE(+) [PONTO],False,You are very smart.
Ele gosta de tomar sorvete.,ELE GOSTAR SORVETE [PONTO],False,He likes to have ice cream.
Será gerada uma Guia de Recolhimento da União (GRU) e enviada ao solicitante para pagamento da taxa referente ao serviço.,GERAR&PRODUZIR GUIA_DE_RECOLHIMENTO_DA_UNIÃO ENVIAR SOLICITAR 1S_PAGAR_2S TAXA&PREÇO REFERENTE SERVIÇO [PONTO],True,A Union Collection Guide (GRU) will be generated and sent to the applicant to pay the service fee.
Eu não me sentia normal.,EU NÃO NORMAL [PONTO],False,I didn't feel normal.
Ato de Nomeação do designado e do designante.,ATO&FAZER NOMEAR DESIGNAR [PONTO],True,Act of appointment of the designated and the designer.
Não obedeça àquele homem.,NÃO_OBEDECER ÀQUELE HOMEM [PONTO],False,Do not obey that man.
Eu visitei Boston duas vezes.,EU VISITAR BOSTON&CIDADE 2 VEZ [PONTO],False,I visited Boston twice.
A requisitante deve ser o titular do crédito.,REQUISITANTE DEVER&OBRIGAÇÃO TITULAR CRÉDITO [PONTO],True,The requesting must be the holder of the credit.
Quer mais uma cerveja?,QUERER OUTRO CERVEJA&BEBIDA [INTERROGAÇÃO],False,Want one more beer?
Um homem deve ser honesto.,HOMEM DEVER&OBRIGAÇÃO HONESTO [PONTO],False,A man must be honest.
Estou perdendo cabelo.,EU PERDER CABELO [PONTO],False,I'm losing hair.
"Para solicitar acesso a dados protegidos, o pesquisador titular deve preencher e enviar cópias digitalizadas dos formulários e documentos solicitados.",SOLICITAR ACESSAR DADO&INFORMAÇÃO 1S_PROTEGER_3S PESQUISADOR TITULAR DEVER&OBRIGAÇÃO PREENCHER ENVIAR CÓPIA DIGITALIZAR FORMULÁRIO DOCUMENTO&PAPEL SOLICITAR [PONTO],True,"To request access to protected data, the starting researcher must complete and send scanned copies of the requested forms and documents."
